x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.267487929085183,-0.16892013784140877,-0.06042107231158979,0.4207249970995959,-0.451140048798418,-0.06115909186121814,0.45834670162236135,-0.6994849859454063,-0.06354087626057359,0.4818361037567222,-0.8750938659878978,-0.04521830190195461,0.29045645616669324,-0.6196929061158403,0.015234714807132973,0.32080221431449596,-0.7546495078012727,-0.07106409392407564,0.29823376176373817,-0.5520007031216481,-0.10914423519302437,0.2803058773267098,-0.5182527674884962,-0.1271524139954887,0.12863921609957282,-0.6251612295453578,0.00875195031121124,0.14349422181598998,-0.7471984130210594,-0.07687540344742627,0.14649447200184276,-0.5233615920227513,-0.08153079371110651,0.12825112280669718,-0.5102086631923388,-0.07102686871206401,-0.03185996428318229,-0.5973535175407787,-0.017424209677610214,-0.021484829871445888,-0.725849576375411,-0.1152451710703855,0.004844557952425908,-0.5123887544142532,-0.06130600484279977,-0.005092273133476867,-0.4795249600256603,-0.006209669219133234,-0.20147328467061848,-0.5563040673239993,-0.0489855095692535,-0.18341311254528012,-0.6467406123816976,-0.09687417382865939,-0.14012193566637454,-0.5096166418197249,-0.04231004554416823,-0.1427086478686031,-0.46826716658436013,0.009693503262235958,A
0.0,0.0,0.0,0.267487929085183,-0.16892013784140877,-0.06042107231158979,0.4207249970995959,-0.451140048798418,-0.06115909186121814,0.45834670162236135,-0.6994849859454063,-0.06354087626057359,0.4818361037567222,-0.8750938659878978,-0.04521830190195461,0.29045645616669324,-0.6196929061158403,0.015234714807132973,0.32080221431449596,-0.7546495078012727,-0.07106409392407564,0.29823376176373817,-0.5520007031216481,-0.10914423519302437,0.2803058773267098,-0.5182527674884962,-0.1271524139954887,0.12863921609957282,-0.6251612295453578,0.00875195031121124,0.14349422181598998,-0.7471984130210594,-0.07687540344742627,0.14649447200184276,-0.5233615920227513,-0.08153079371110651,0.12825112280669718,-0.5102086631923388,-0.07102686871206401,-0.03185996428318229,-0.5973535175407787,-0.017424209677610214,-0.021484829871445888,-0.725849576375411,-0.1152451710703855,0.004844557952425908,-0.5123887544142532,-0.06130600484279977,-0.005092273133476867,-0.4795249600256603,-0.006209669219133234,-0.20147328467061848,-0.5563040673239993,-0.0489855095692535,-0.18341311254528012,-0.6467406123816976,-0.09687417382865939,-0.14012193566637454,-0.5096166418197249,-0.04231004554416823,-0.1427086478686031,-0.46826716658436013,0.009693503262235958,A
0.0,0.0,0.0,0.24336640164809914,-0.21465440873135494,-0.0496454147954837,0.3531753845122947,-0.5051331831708158,-0.05104031337880264,0.35052930754548384,-0.7524145020907197,-0.06007818730839513,0.3524139885790569,-0.9342872048688238,-0.053961092207264166,0.1981462465172965,-0.6538059299658944,0.04249566641726631,0.188443724007405,-0.7957099992969805,-0.049547168309133756,0.19535762899662176,-0.619157893027384,-0.10555688970474397,0.20447242567338555,-0.5405804957851541,-0.13058246441111643,0.04384809580404536,-0.6314230653201466,0.029966136692990645,0.015582336740753967,-0.767599822429033,-0.06618616063327745,0.0444798617531253,-0.567018590036418,-0.09389842407633317,0.05010749389145041,-0.4980524238137198,-0.09326537198547408,-0.10297535933635046,-0.5845225700509195,-0.0018761512344269795,-0.13222717135294668,-0.7103087433740438,-0.10449092392943082,-0.08188237201527013,-0.5218010563410888,-0.06975825558506007,-0.0657764690745992,-0.4501711184621344,-0.02174029766944363,-0.255927501237861,-0.5212133305079611,-0.0386676417516676,-0.2661273100570491,-0.6298175671644866,-0.09351100868131372,-0.2106627489360679,-0.5010336513057998,-0.04886408366466971,-0.19281857213301087,-0.43124120862189813,0.0005376165655301391,A
0.0,0.0,0.0,0.28841432673963063,-0.11211589555851989,-0.06480172771101991,0.49156828280412346,-0.3630697276227938,-0.06335451991680559,0.5410503959451519,-0.6329382758824513,-0.06290900534275558,0.5805057220987129,-0.8134440506996268,-0.036357708839183586,0.37737436705043587,-0.5622115258227196,0.022360618286570776,0.4090884737718762,-0.727522361557047,-0.06935095150787042,0.36259500017420415,-0.5235881929468501,-0.09440830956559525,0.35603879552658263,-0.48604811722847996,-0.10067251810289324,0.20578310150954307,-0.5904700114404005,0.01927855391459339,0.22554954708128544,-0.7193607420017004,-0.07255310035787835,0.20021518730809149,-0.4800675487919892,-0.06423810160563058,0.19612864769532126,-0.490669547558358,-0.04261409190725189,0.03478720827844833,-0.5856096257653672,-0.007110103806134759,0.05371274749568174,-0.7286853058656171,-0.12117249530685868,0.04951914485304406,-0.4946461592237123,-0.05865506037425293,0.04295604318169473,-0.48318489740891274,0.005073655646376982,-0.1491773178301785,-0.5696862018147739,-0.0385812330238709,-0.11501328217255431,-0.6711074662728572,-0.09790876132358571,-0.09901080771923423,-0.5128427360869423,-0.042682415548555744,-0.11445865535677911,-0.4820099628898619,0.011135705537767677,A
0.0,0.0,0.0,0.24336640164809914,-0.21465440873135494,-0.0496454147954837,0.3531753845122947,-0.5051331831708158,-0.05104031337880264,0.35052930754548384,-0.7524145020907197,-0.06007818730839513,0.3524139885790569,-0.9342872048688238,-0.053961092207264166,0.1981462465172965,-0.6538059299658944,0.04249566641726631,0.188443724007405,-0.7957099992969805,-0.049547168309133756,0.19535762899662176,-0.619157893027384,-0.10555688970474397,0.20447242567338555,-0.5405804957851541,-0.13058246441111643,0.04384809580404536,-0.6314230653201466,0.029966136692990645,0.015582336740753967,-0.767599822429033,-0.06618616063327745,0.0444798617531253,-0.567018590036418,-0.09389842407633317,0.05010749389145041,-0.4980524238137198,-0.09326537198547408,-0.10297535933635046,-0.5845225700509195,-0.0018761512344269795,-0.13222717135294668,-0.7103087433740438,-0.10449092392943082,-0.08188237201527013,-0.5218010563410888,-0.06975825558506007,-0.0657764690745992,-0.4501711184621344,-0.02174029766944363,-0.255927501237861,-0.5212133305079611,-0.0386676417516676,-0.2661273100570491,-0.6298175671644866,-0.09351100868131372,-0.2106627489360679,-0.5010336513057998,-0.04886408366466971,-0.19281857213301087,-0.43124120862189813,0.0005376165655301391,A
0.0,0.0,0.0,0.25257233628351716,-0.20486591586403746,-0.06229842524827757,0.3722323734956021,-0.4943393795757596,-0.06496419868411839,0.3738118902733507,-0.7408858612658038,-0.07249767308223098,0.3752702099798723,-0.9249537218279706,-0.06027339361814277,0.22827104774386484,-0.6454416367641901,0.03179446785613809,0.240106898568162,-0.7858217804249671,-0.06286863354792609,0.23742806056645258,-0.5887785614172406,-0.10752571572160624,0.23278034424869487,-0.5386801573272662,-0.12577144043835212,0.06813450571444694,-0.6311396169042207,0.02513239043328314,0.06668518010636904,-0.7482557913791837,-0.07360140364700692,0.08755863274412927,-0.5374811993531703,-0.08803938748451326,0.07989342829248099,-0.5059003044121682,-0.07816105275083675,-0.08914637816513458,-0.5885047836121321,-0.0034464326213546922,-0.09278796742791187,-0.7045662884156916,-0.11241972521917502,-0.048937399935552156,-0.5031270602707661,-0.06583712457637629,-0.04713960085373059,-0.4590105608889617,-0.009775378066509237,-0.25444527754949936,-0.5293548719394696,-0.03788258952933286,-0.23871274952145835,-0.614158503890813,-0.0935355710092666,-0.1850449003200528,-0.4805859359329228,-0.04389313900581747,-0.17922820635634484,-0.431459915081782,0.008834352485476617,A
0.0,0.0,0.0,0.25257233628351716,-0.20486591586403746,-0.06229842524827757,0.3722323734956021,-0.4943393795757596,-0.06496419868411839,0.3738118902733507,-0.7408858612658038,-0.07249767308223098,0.3752702099798723,-0.9249537218279706,-0.06027339361814277,0.22827104774386484,-0.6454416367641901,0.03179446785613809,0.240106898568162,-0.7858217804249671,-0.06286863354792609,0.23742806056645258,-0.5887785614172406,-0.10752571572160624,0.23278034424869487,-0.5386801573272662,-0.12577144043835212,0.06813450571444694,-0.6311396169042207,0.02513239043328314,0.06668518010636904,-0.7482557913791837,-0.07360140364700692,0.08755863274412927,-0.5374811993531703,-0.08803938748451326,0.07989342829248099,-0.5059003044121682,-0.07816105275083675,-0.08914637816513458,-0.5885047836121321,-0.0034464326213546922,-0.09278796742791187,-0.7045662884156916,-0.11241972521917502,-0.048937399935552156,-0.5031270602707661,-0.06583712457637629,-0.04713960085373059,-0.4590105608889617,-0.009775378066509237,-0.25444527754949936,-0.5293548719394696,-0.03788258952933286,-0.23871274952145835,-0.614158503890813,-0.0935355710092666,-0.1850449003200528,-0.4805859359329228,-0.04389313900581747,-0.17922820635634484,-0.431459915081782,0.008834352485476617,A
0.0,0.0,0.0,0.2487562761014237,-0.19921645762102277,-0.050854547444612326,0.37161597255235695,-0.49282628462799727,-0.049686525678637634,0.38345009414607945,-0.7372483329474071,-0.05494918954643349,0.3813714128012901,-0.9233722660161428,-0.04403979848002989,0.21729019185451826,-0.6434244378555403,0.0325656909651298,0.24591666791293304,-0.7752936734186733,-0.054185429730897613,0.24353872457103226,-0.5873806795069554,-0.10167516657802703,0.23236823836839365,-0.529009940005936,-0.12400880612526839,0.06344348078050718,-0.6308574374044565,0.02121293785014227,0.07716746066812209,-0.7417943605905565,-0.06513985487581528,0.09786512158800595,-0.5371831733111454,-0.08190271356469403,0.08692953727096608,-0.4936667225044039,-0.07849899964200385,-0.09157473458010394,-0.5872122663746897,-0.009591404870828213,-0.08095155975377231,-0.6995284242462215,-0.1072877298580052,-0.03645668499496875,-0.5021467306602087,-0.06369309841969613,-0.0408473217852247,-0.44412308499014863,-0.014383105757611718,-0.25678469915572955,-0.5260297162430704,-0.045270916476436454,-0.2258127728467323,-0.6147865673026748,-0.09615056629092364,-0.1747171676240261,-0.4808132319071316,-0.046506518707266235,-0.1767637315201716,-0.4222486607862258,0.003193663733957367,A
0.0,0.0,0.0,0.2623818828814827,-0.1777248815607122,-0.04975668086952369,0.4184435963064259,-0.44718914899937967,-0.05347768633143403,0.4491247782543856,-0.6967966424895116,-0.06404331559145218,0.4648807911731662,-0.8836338142847531,-0.05547190505823123,0.2889799477111309,-0.6262982875824978,0.032445397306366926,0.3120513369878331,-0.7870262230647542,-0.06016542004105803,0.3032470251776746,-0.5813357418665646,-0.09974227288634348,0.29338434202288577,-0.5237034851891117,-0.112748847593673,0.12719107330011617,-0.6287355832748069,0.021201236621285043,0.14214244485449817,-0.7596208176155984,-0.06535719035983835,0.14619356592444624,-0.5365967734762327,-0.0697771588798052,0.13082966918684366,-0.5095771640011708,-0.05561845897471258,-0.03755796226843866,-0.5988178296742179,-0.010387159413888814,-0.02012953038550991,-0.7372163418572533,-0.10941159720565218,0.005592461572590758,-0.5228883101462396,-0.05269675808775534,-0.003725432898643846,-0.47872546813292044,0.007264085485743719,-0.21751762955280599,-0.5555676650651421,-0.04656056531417582,-0.18604345912225892,-0.6513795685474447,-0.09109348919295984,-0.1444041572937512,-0.5103744317906379,-0.03161046932242151,-0.15299015861754542,-0.46251630953330564,0.02593060725810347,A
0.0,0.0,0.0,0.2637337845027316,-0.19337757668212094,-0.04605771929183256,0.41117054734390446,-0.4564618481303053,-0.047783126251700746,0.4431191334996712,-0.6978705232884067,-0.05937168304037463,0.4488919681161133,-0.8917866603082729,-0.056679391819772794,0.2789556146321161,-0.6198277852538676,0.04912252047521942,0.29685835748294676,-0.7812537459049039,-0.0469191877682403,0.2917095454482692,-0.606084204945313,-0.09708022684248267,0.283947927019942,-0.5239645720700625,-0.1129584284126638,0.11874792732626838,-0.6181856586984557,0.03703541746305234,0.12783241566510423,-0.7595238753265193,-0.05545032454376457,0.13389743564915324,-0.5509944849815978,-0.07301139955236807,0.12446358951280004,-0.489822883119021,-0.06316044332504527,-0.046325212805184604,-0.5893397307350069,0.004014669428245575,-0.03078010815275805,-0.7340793117416138,-0.10058038326977264,-0.0068481768868546376,-0.5333624549037301,-0.05736754813465767,-0.012574904704981881,-0.46523327130858316,-0.0006707358996781462,-0.22756102521906474,-0.5443864586471088,-0.032973245956885174,-0.19014456798428145,-0.6647026099177756,-0.08412002573736835,-0.15060100654266845,-0.5275438428232467,-0.029925131695305873,-0.15767405287159025,-0.4597277243886579,0.027766230230180964,A
